-0.896431, -0.292415, -0.198430, 0.000012 
-0.107866, 0.384458, 0.364197, 0.116460 
-0.320646, 0.376568, 0.553026, 0.005955 
-0.098364, -0.392964, -0.704492, 0.002538 
0.559866, -0.135111, 0.495221, 0.003421 
0.683096, -0.324386, -0.177458, 0.000317 
0.521421, 0.093198, -0.215853, 0.022540 
0.075186, 0.234185, -0.361494, 0.807335 
-0.598244, -0.163640, -0.307553, 0.004707 
0.002949, -0.002096, -0.003195, 0.223769 
0.221613, 0.142696, -0.627569, 0.024411 
-0.140914, 0.760461, 0.266029, 0.000328 
0.638377, 0.439930, 0.278778, 0.000321 
0.187038, 0.218753, 0.027166, 0.075010 
0.035248, -0.334521, -0.139275, 0.477839 
0.473744, -0.036575, -0.338414, 0.044688 
-0.610575, 0.179820, 0.140361, 0.002108 
-0.211474, 0.253662, 0.230381, 0.630270 
0.583217, -0.119605, 0.312012, 0.007088 
0.317492, -0.034966, -0.789712, 0.001520 
-0.080145, -0.109853, -0.602838, 0.073679 
0.001909, -0.001038, 0.698811, 0.021482 
0.452509, 0.078225, -0.690814, 0.001774 
0.298378, 0.178142, 0.482872, 0.073107 
0.695616, -0.107134, -0.168180, 0.000778 
0.256003, -0.520748, -0.604158, 0.001163 
-0.199115, 0.153189, -0.092902, 1.310640 
0.230595, -0.217683, 0.189665, 0.799605 
0.695834, 0.090375, 0.493560, 0.000530 
0.095998, -0.253734, 0.630292, 0.022183 
0.014190, 0.002120, 0.004323, 0.337967 
0.464088, 0.215078, -0.098587, 0.012344 
0.697557, 0.217045, 0.137494, 0.000358 
-0.387741, 0.106105, -0.422966, 0.069574 
-0.083414, -0.725968, -0.326543, 0.000688 
0.025605, -0.249848, -0.458853, 0.256641 
-0.019454, -0.301921, -0.031509, 0.075862 
0.136431, -0.562020, 0.207517, 0.009335 
-0.461239, -0.029352, -0.508327, 0.014205 
0.000970, 0.001236, 0.438392, 1.161573 
0.002136, 0.008205, 0.636212, 0.058081 
0.089310, -0.437383, -0.569041, 0.008975 
-0.017345, 0.021258, -0.878271, 0.001132 
-0.065639, -0.036688, 0.774779, 0.005864 
-0.504399, 0.162893, 0.027497, 0.000797 
0.025388, 0.035822, -0.768162, 0.006833 
0.007227, 0.069847, -0.003490, 0.077440 
-0.032246, -0.783249, 0.093499, 0.000069 
-0.723591, -0.621076, 0.226300, 0.000011 
0.237014, -0.024236, -0.500607, 0.168992 
-0.072537, -0.120205, -0.371046, 1.829466 
-0.007750, 0.276731, -0.320914, 0.819835 
-0.019984, 0.107338, -0.432932, 0.972133 
0.225995, 0.412654, 0.329700, 0.050131 
-0.513536, 0.283564, -0.572767, 0.001464 
-0.310655, -0.010472, -0.200892, 0.887013 
0.071992, 0.163921, -0.712969, 0.011261 
-0.303375, 0.171603, -0.001857, 0.000114 
0.161198, -0.021466, 0.932305, 0.000355 
0.125443, -0.006063, -0.502721, 0.338093 
0.000160, 0.000872, 0.003747, 0.313410 
-0.551923, -0.067868, -0.172270, 0.011845 
0.070646, 0.146143, -0.025880, 0.719278 
-0.599030, 0.081502, -0.464079, 0.002862 
-0.104568, 0.075989, 0.865760, 0.001172 
0.330528, -0.349519, -0.590755, 0.004664 
-0.346673, -0.126334, 0.161248, 0.308743 
-0.204653, 0.920688, -0.330924, 0.000016 
-0.250489, -0.411816, -0.817534, 0.000259 
0.067409, -0.065656, -0.491281, 0.453398 
-0.244390, -0.039302, 0.579013, 0.054463 
0.393933, 0.118567, -0.708235, 0.002273 
0.622527, 0.539410, -0.454347, 0.000094 
-0.120367, -0.310969, -0.278725, 0.504456 
-0.003642, 0.004717, -0.000015, 0.000005 
0.056222, 0.114923, 0.375681, 1.870157 
-0.058241, -0.509231, -0.632988, 0.001979 
0.194956, 0.404166, 0.369180, 0.055514 
-0.018703, -0.017866, 0.498849, 0.473640 
0.733150, -0.332703, -0.247487, 0.000179 
0.418900, -0.200769, -0.130772, 0.044831 
0.003631, -0.001578, -0.008170, 1.350146 
0.135756, -0.126727, 0.892020, 0.000632 
0.335075, -0.444229, -0.526384, 0.003425 
-0.303982, -0.852104, -0.272042, 0.000031 
0.216388, -0.002065, 0.838496, 0.001312 
-0.018608, 0.090995, -0.752530, 0.008101 
0.247925, -0.023418, -0.541635, 0.089884 
0.402375, -0.206718, -0.707708, 0.001529 
0.025715, -0.187773, -0.420988, 0.689717 
-0.000372, -0.014569, 0.011024, 2.065747 
0.055087, 0.285232, 0.786999, 0.001928 
0.088898, 0.062459, 0.394553, 1.632676 
-0.790008, -0.163271, 0.307154, 0.000186 
0.075445, -0.563644, 0.584414, 0.001657 
0.097340, -0.079059, 0.738579, 0.009266 
0.020307, 0.084324, 0.466001, 0.669501 
-0.808973, -0.048498, 0.517271, 0.000082 
-0.316959, 0.571785, 0.364561, 0.002284 
-0.259334, -0.229351, 0.242979, 0.477723 
0.068239, -0.199954, -0.312632, 1.873795 
-0.114514, 0.108148, -0.010316, 0.129290 
-0.008145, -0.039553, -0.007791, 0.669776 
0.000623, 0.000433, -0.003591, 0.288830 
-0.056800, 0.022784, -0.674896, 0.029885 
0.354088, 0.003463, 0.322581, 0.291860 
-0.256895, -0.441133, 0.058562, 0.004980 
0.211151, 0.293924, -0.166631, 0.357256 
-0.284022, -0.640544, -0.413143, 0.000860 
0.690702, 0.544672, 0.017026, 0.000000 
0.016965, -0.740422, 0.130072, 0.000273 
-0.115515, -0.363171, -0.267019, 0.258965 
-0.091212, 0.036480, -0.416140, 1.284114 
0.191550, 0.154095, 0.007881, 0.014267 
-0.205371, 0.050714, 0.008428, 0.031178 
-0.145579, 0.196900, 0.400985, 0.536291 
0.670989, 0.260107, -0.472554, 0.000459 
0.039105, 0.379317, 0.238834, 0.277121 
0.261070, -0.408701, 0.016163, 0.000651 
-0.324244, -0.251179, 0.074674, 0.050602 
0.109710, 0.680868, 0.236618, 0.001389 
-0.150077, 0.136477, 0.300845, 2.281632 
-0.546642, -0.585322, 0.111703, 0.000069 
-0.412742, -0.554940, 0.636567, 0.000187 
0.575557, -0.496628, 0.170004, 0.000279 
0.317791, -0.145434, 0.104681, 0.266080 
-0.398093, -0.460334, -0.709648, 0.000256 
0.758008, -0.124224, 0.587637, 0.000095 
-0.093754, 0.286306, -0.209396, 1.023990 
0.108133, -0.149177, -0.842041, 0.001428 
0.452421, -0.127005, -0.394026, 0.034426 
0.247962, -0.216104, -0.915094, 0.000209 
-0.166797, -0.070327, -0.045313, 1.448448 
0.182168, 0.011951, 0.475975, 0.355140 
-0.119177, -0.086361, 0.636929, 0.041861 
-0.056668, -0.627374, 0.070672, 0.000750 
0.011406, -0.004664, -0.644551, 0.050861 
0.002537, 0.001591, -0.002133, 0.101892 
0.005613, -0.000493, -0.633820, 0.060348 
-0.679627, -0.047109, -0.718781, 0.000092 
0.703649, 0.138102, -0.280024, 0.000901 
0.238171, -0.053369, 0.003050, 0.002214 
-0.016798, 0.015801, -0.431759, 1.262487 
-0.306560, -0.075857, 0.096273, 0.433463 
0.443450, 0.063743, 0.202152, 0.090503 
0.124798, -0.219079, 0.158866, 2.167317 
0.349035, -0.342516, 0.742921, 0.000661 
-0.655697, -0.214126, -0.556300, 0.000394 
0.318325, -0.249870, -0.544899, 0.019091 
0.567202, -0.603320, 0.337078, 0.000125 
-0.593846, 0.276086, -0.622987, 0.000354 
-0.129890, -0.087776, 0.909331, 0.000528 
0.147273, -0.536184, 0.253602, 0.014839 
0.045741, -0.087592, 0.002910, 0.031380 
-0.005626, 0.010991, -0.594908, 0.110723 
-0.015628, 0.069805, 0.690469, 0.022899 
