-0.196686, 0.177728, 0.527751
0.240727, 0.601589, -0.183177
-0.232719, 0.256336, -0.555370
0.153006, 0.081413, -0.109321
-0.540694, 0.340890, -0.379897
0.499768, 0.790817, 0.235420
0.211082, -0.150246, -0.273853
0.067921, -0.164126, 0.177222
-0.065701, 0.021872, 0.378015
0.428987, 0.252966, -0.330481
0.243381, -0.236526, 0.646526
-0.888988, -0.000953, -0.285787
-0.282744, 0.153228, 0.411774
-0.055532, 0.004827, -0.388554
0.140189, 0.079253, 0.922286
-0.700225, 0.703720, 0.109928
0.054448, 0.153539, 0.522135
0.011983, -0.027753, 0.017451
0.034130, -0.063718, 0.107036
0.311938, 0.234812, -0.808106
0.263700, 0.407264, -0.204628
0.074506, 0.050175, -0.069796
0.001006, -0.000362, 0.282332
-0.084465, 0.009028, -0.027533
-0.529801, 0.069639, -0.310229
0.339616, 0.096281, -0.009093
-0.002888, 0.137950, 0.230424
0.053378, -0.090216, -0.056045
0.097274, -0.175423, -0.801782
-0.090471, 0.165351, 0.200334
0.221008, 0.099480, -0.077866
0.042159, -0.072246, 0.066442
0.239176, 0.196260, -0.022595
-0.490090, 0.301760, 0.201352
-0.214783, 0.024142, -0.712215
-0.503593, 0.613498, 0.478189
0.417067, 0.099586, -0.822496
0.000704, -0.006083, 0.815860
0.347577, 0.632191, 0.248772
-0.108293, 0.218859, 0.489485
-0.014166, 0.002889, 0.025741
-0.035727, -0.000970, 0.151986
0.102588, 0.107952, 0.018990
0.045186, 0.355673, -0.484259
0.752828, -0.011612, 0.638378
0.377318, -0.206594, -0.154443
-0.410633, 0.097305, 0.017150
0.361631, -0.343804, 0.691244
0.507590, 0.212617, 0.190662
0.076931, 0.051564, 0.279186
-0.289020, 0.438646, -0.037189
-0.169083, -0.597740, 0.470851
0.028735, -0.065073, -0.516476
-0.367333, 0.241619, 0.177657
0.001555, 0.001412, -0.003274
-0.059165, -0.270066, -0.896809
-0.366982, 0.445246, -0.297609
0.170283, 0.210606, 0.543364
-0.000574, -0.003536, -0.015976
-0.113652, 0.099803, 0.714608
-0.023297, 0.174141, 0.613163
-0.058590, 0.026973, -0.224406
0.115430, -0.648212, 0.684234
-0.168558, -0.067853, -0.738751
0.012075, -0.017579, -0.390566
0.262769, -0.125844, -0.669911
0.089097, 0.171005, 0.959927
-0.134549, -0.148475, 0.081102
0.512968, 0.544867, -0.166518
-0.480403, 0.001592, 0.438931
-0.000792, 0.000340, -0.357373
-0.320093, -0.804085, 0.030926
-0.046916, -0.088361, -0.149490
0.116580, -0.033578, -0.516575
0.544393, -0.276065, -0.499860
0.350227, 0.411036, -0.627740
0.248588, 0.376764, -0.613842
-0.048932, -0.090287, 0.291014
0.059953, 0.093744, -0.944412
-0.572156, -0.310277, 0.009898
-0.289453, -0.090599, 0.885069
-0.127240, 0.099417, 0.122434
0.398562, -0.251053, 0.229434
-0.424011, -0.462194, 0.034743
0.327573, -0.132854, -0.463710
-0.605528, 0.167302, 0.741629
0.569374, 0.297559, -0.019130
-0.021005, -0.058283, 0.005068
-0.001991, -0.001233, 0.758144
0.031744, -0.010600, 0.448257
0.383954, -0.090859, 0.043295
0.048403, 0.015120, -0.101153
-0.555756, -0.078276, -0.370742
-0.149056, 0.329249, 0.059473
0.190046, 0.392496, 0.647189
0.017310, -0.003338, 0.096122
0.011139, -0.142117, -0.095888
-0.324370, -0.173431, -0.573753
-0.150345, 0.073799, 0.268870
0.902587, 0.078008, -0.006711
-0.575840, 0.090065, 0.040577
0.056536, 0.001751, -0.148999
-0.441369, -0.140901, -0.406587
-0.868102, -0.485941, -0.050490
-0.161188, -0.021194, -0.183216
-0.026616, 0.067525, 0.080920
-0.034951, 0.134508, -0.015394
-0.008376, 0.143872, 0.228630
-0.086226, 0.220799, 0.308987
0.372529, -0.031923, 0.189714
-0.419748, 0.158230, -0.768935
-0.000207, 0.001546, 0.966007
0.037447, 0.144200, 0.001179
0.226758, -0.016496, -0.117507
-0.261326, 0.277611, 0.497845
-0.218406, -0.904971, -0.344928
0.634383, -0.189696, 0.476981
-0.011955, 0.010735, -0.013932
0.026523, -0.001432, -0.006823
-0.056658, -0.014867, 0.087487
-0.052135, -0.295738, 0.259476
0.076656, -0.009204, 0.295375
